model,query_id,query_text,category,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30,AP,vocab_size,exec_time_seconds
Hybrid_Weighted_BM25_BGE,10,utility cleaner kitchen hr marriott international portfolio of brands includes both jw marriott and marriott hotels marriott hotels marriott internationals flagship brand with more than global locations is advancing the art of hosting so that our guests can travel brilliantly as a host with marriott hotels you will help keep this promise by delivering premium choices sophisticated style and wellcrafted details with your skills and imagination together we will innovate and reinvent the future of travel jw marriott is part of marriott internationals luxury portfolio and consists of more than beautiful properties in gateway cities and distinctive resort locations around the world jw believes our associates come first because if youre happy our guests will be happy its as simple as that our hotels offer a work experience unlike any other where youll be part of a community and enjoy a true camaraderie with a diverse group of coworkers jw creates opportunities for training development recognition and most importantly a place where you can really pursue your passions in a luxury environment treating guests exceptionally starts with the way we take care of our associates thats the jw treatment our utility cleaners play an important role in support of a number of vital hotel functions at our hotels these associates may work across departments eg kitchen food and beverage laundry to support cleaning needs whether preparing fresh clean linen and spotless dining ware for guests to enjoy operating and maintaining cleaning equipment and tools eg dish washing machines hand wash stations linen washers and dryers or transporting dishware or linens across the hotel these associates do whatever it takes to get the job done no matter what position you are in there are a few things that are critical to success creating a safe workplace following company policies and procedures upholding quality standards and ensuring your uniform personal appearance and communications are professional ensure adherence to quality expectations and standards develop and maintain positive working relationships with other employees and departments support team to reach common goals and listen and respond appropriately to the concerns of other employees report accidents injuries and unsafe work conditions to manager move lift carry push pull and place objects weighing less than or equal to pounds without assistance stand sit or walk for an extended period of time reach overhead and below the knees including bending twisting pulling and stooping perform other reasonable job duties as requested by supervisors marriott international is an equal opportunity employer we believe in hiring a diverse workforce and sustaining an inclusive peoplefirst culture we are committed to nondiscrimination on any protected basis such as disability and veteran status or any other basis covered under applicable law marriott international considers for employment qualified applicants with criminal histories consistent with applicable federal state and local law,HR,0.1,0.05,0.06666666666666667,0.01818181818181818,0.06943122193677725,0.044808643601671715,0.05890999583352019,0.002002164502164502,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,11,construction project manager construction project manager cleveland oh onsite plus bonus up to per year national leader in renovation infrastructure improvements new construction sustainable initiatives and emergency services for facility owners is looking for a construction project manager to join their team on a full timeperm basis this position is onsite in the greater cleveland oh area minimum qualifications bachelors degree in construction management engineering or related field highly desired years experience in the construction industry with a commercial or industrial general contractor line item estimating is a plus extensive experience managing and coordinating multiple projects and subcontractorsvendors very experienced in producing detailed fixed price estimates has the ability to use rs means or other published unit price books to produce detailed line item estimates extensive knowledge of construction means and methods proficient with microsoft office outlook excel word powerpoint etc experience with andor ability to learn project specific software such as procore bluebeam or similar must be able to develop and maintain positive and effective working relationships with clients subcontractors all levels of personnel ability to be flexible and adaptable to frequent changes and work in a fast paced environment possess effective negotiating skills strong verbal and written communication skills to include clear concise and professional presentation of information ability to manage all resources to include operations support staff vendors and subcontractors,CONSTRUCTION,0.9,0.95,0.9,0.24107142857142858,0.914856882358379,0.9450514119280141,0.9112657832396506,0.22368753116554463,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,12,ecommerce consultant we go beyond the obvious using intelligence passion and creativity to inspire new thinking and shape the world we live in to start a career that is out of the ordinary please apply job details job title ecommerce consultant job location remote can be based anywhere in usa about us kantar kantar is a data and evidencebased agency providing insights and actionable recommendations to clients worldwide we have a complete unique and rounded understanding of people around the world how they think feel and act globally and locally in over markets we dont just help clients understand whats happened we tell them why and how they can shape the future divisionkantar na retail kantar na retail sales shopper specializes in all things commerce shopper category and retailer we help our clients unlock growth and drive commerce more effectively and profitably we succeed by connecting a world class set of retail and shopper capabilities and assets with passionate solutionoriented people who are driven to win about the role we are seeking a consultant in ecommerce in this role you will be responsible to manage deliver projects to support longterm client relationships you will build mastery of the full kantar na retail offer support client management orchestrate project proposals and support overall project management and deliver in conjunction with a team of kantar consultants and analysts this role is focused on partnering with clients to solve omni commerce and ecommerce challenges key accountabilities responsible to manage and deliver projects she will develop project leads support the vision for the story contribute to proposals and support to lead overall project management in conjunction with a team of delivery consultants and analysts have the hunger humility and emotional intelligence to support client relationships and become a trusted advisor of key kantar clients over time you will learn to identify opportunities for new projects qualify new business leads demonstrate kantars capabilities to help solve their issues and guide clients through to a sale supported by senior consultants lead multifaceted projects utilizing the various resources within kantar na retail to deliver customized solutions for our clients in a high quality timely fashion support objectives and vision for projects and ensure resources understand deliverables and timelines understand client issues and how to optimally apply the kantar na retail offer to solve the central business question must be creative and nimble enough to address client issues if necessary learn and ultimately champion the kantar na retail offer and develop our people through formal and informal training and coaching capabilities the preferred candidate will be a dynamic selfdriven consultative and handson business professional with years of experience in the retail industry with relevant experiences in ecommerce knowledge skills experience midlevel sales marketing consulting andor ecommerce experience at premier manufacturers service providers retailers or consultancies experience across a diverse range of verticals including but not limited to ecomm strategyretail consumer packaged goods management consulting traditional retail service agencies media financial services etc mastery of a translatable multidiscipline skillset understanding sales marketing category management ecommerce and insights growing on journey to a consultative operating style with strong presence delivers superb oral and written communications presentations listening and influencing skills education bachelors degree required values behavior the preferred candidate will embody these core values and behaviors business leadership supports a highperformance culture demonstrates strong business acumen is an inspiring role model highly accountable taking responsibility for actions and decisions thought leadership generates enthusiasm and excitement for doing new things in new ways is intellectually curious stay ahead of the game anticipating client needs acts as an emerging trusted advisor building developing growing trust and having impact with clients opportunistically identifies and develops new revenue opportunities from both existing and new clients communication personal effectiveness deals with issues constructively seeking effective resolution and swift decision making listens effectively suspending own point of view and agenda demonstrates flexibility and agility motivation selfmotivated energetic often goes above and beyond the call of duty high emotional intelligence high degree of selfawareness and selfcontrol sensitive to the needs and motivations of others perceptive a good judge of group dynamics and impact of words and actions a natural teammate kantar benefits we provide a comprehensive highly competitive benefits package including medical plans with comprehensive affordable coverage for a range of health services health savings accountfsa dental vision and benefits to cover unique healthcare needs wellness program with matching tuition reimbursement commuter benefits unlimited pto privacy disclosure please note that by applying to this opportunity you consent to the personal data you provide to us to be processed and retained by the kantar group limited kantar your details will be kept on our internal ats applicant tracking system for as long as is necessary for the purposes of recruitment which may include your details being shared with the hiring manager kantar rewards statement at kantar we have an integrated way of rewarding our people based around a simple clear and consistent set of principles our approach helps to ensure we are market competitive and alsoto support a pay for performance culture where your reward and career progression opportunities are linked to what you deliver we go beyond the obvious using intelligence passion and creativity to inspire new thinking and shape the world we live in apply for a career thats out of the ordinary and join us we want to create an equality of opportunity in a fair and supportive working environment where people feel included accepted and are allowed to flourish in a space where their mental health andwell beingis taken into consideration we want to create a more diverse community to expand our talent pool be locally representative drive diversity of thinking and better commercial outcomes kantar is the worlds leading data insights and consulting company we understand more about how people think feel shop share vote and view than anyone else combining our expertise in human understanding with advanced technologies kantars people help the worlds leading organisations succeed and grow,CONSULTANT,0.5,0.6,0.5666666666666667,0.14782608695652175,0.5580759111248785,0.6053817761130191,0.5809416237849476,0.08969317399132894,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,13,talent acquisition advisor healthcare remote work for one of the worlds best health care systems for four consecutive years newsweek named southcoast health among the worlds best hospitals charlton memorial st lukes and tobey in addition since southcoast health has been voted by readers as south coast media groups best place to work join us and be part of a talent acquisition team that provides collaboration support a great work culture and worklife balance we are searching for a talent advisor ii to carry out systemwide recruitment and related activities for positions throughout southcoast health system assigned client groups could include clinical areas such as but not limited to allied health professionals patient care support nursing and nurse leadership and ancillary hours full time exempt shift day shift mondayfriday flexibility in start and end time location remote must live in ma or ri infrequent in person availability needed for hiring events job responsibilities facilitate the recruiting and hiring process which includes recruiting conducting indepth phone assessments work history review recommendations to hiring managers negotiation of pay rates and extending job offers scheduling physicals completing offer letters and working collaboratively with the shared services team to efficiently process onboarding documents utilize a variety of proactive sourcing tactics including but not limited to sourcing on linkedin social media various job boards mining of applicant tracking system and or crm advertising cold calling canvasing efforts and other networking opportunities in recruitment of both active and passive candidates continuously expand sourcing tactics to include new groups and promotions act as a southcoast brand ambassador to help drive candidate interest in career opportunities demonstrates the ability to sell southcoast by understanding and utilizing candidates varied interests to tailor marketing messages to be as compelling and persuasive as possible serve as an expert on recruitment industry trends stay educated on the recruitment needs and promotions of our competitors and communicate information to the appropriate leadership staff compare and contract southcoast healths efforts with new trends and create a culture of innovation by taking initiative to look for and suggest ways to continuously improve the recruiting process to ensure higher efficiency and quality help hr and marketing teams to generate and deliver content that promotes and supports southcoast healths employment brand coordinate with the talent acquisition manager and participate in a wide variety of recruitment related events such as job fairs open houses and conventions implement an appropriate candidate followup plan for each event track and trend and communicate results education andor experience requirements bachelors degree in business or related field or equivalent combination of related knowledge and experience required over three years up of professional recruitment experience in health care and human resources or other related field is required must have a minimum of year recruiting for clinical health care roles a high level of computer skills including knowledge of various software packages ie word excel access power point etc are required duties require being or becoming highly knowledgeable of southcoast health including serving as a resource within areas of own position responsibilities must be fully vaccinated against seasonal influenza and the covid virus and provide required vaccination documentation unless approved for an exemption or deferral by southcoast prior to starting employment southcoast health is a community healthcare system with multiple access points offering an integrated continuum of health services throughout southeastern massachusetts and rhode island by uniting a single purpose and building an integrated system of services and resources we have become one of the largest and fastestgrowing health systems in massachusetts together we are more with more than employees southcoast health is the largest employer in southeastern mass and the largest employer in the commonwealth according to the boston business journal we strive for a culture of health and wellbeing that recognizes respects and celebrates the rich diversity of one another and the communities we serve we are committed to providing our employees in massachusetts and rhode island with optimal benefits that promote a healthy worklife balance and add value to our employees lives generous earned time off package starting at days per year paid federal holidays floating holidays health dental and vision insurance tuition assistance short term and longterm disability insurance life add insurance flexible spending accounts retirement plan with match healthquest wellness program employee assistance program employee discount program career development opportunities diversity equity and inclusion council are you ready to make a difference join us to be more than medicine southcoast health is an equal opportunity employer,HEALTHCARE,0.5,0.5,0.43333333333333335,0.11304347826086956,0.5730379245414763,0.5502426229246788,0.4915151030342352,0.06659847779985079,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,14,special education teacher school year job description we are currently seeking a special education teacher to work with a school district in the cleveland oh area if you would like to join a supportive team working with students of all ages apply now details fulltimeonsite elementarymiddle school positions available bachelors or higher in education or related ohio state certification required new graduates welcome to apply benefits competitive compensation package health benefits vision dental k offered taxfree stipends available to those who qualify apply today or please email resume to brandonellisonsoliantcom for immediate consideration all qualified candidates will be contacted for an interview within business days,TEACHER,0.8,0.75,0.7666666666666667,0.22549019607843138,0.7917063341896682,0.7604046362515949,0.7699549558686494,0.17789293610371074,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,15,teachers at alpha park kindercare description our teachers bring warmth patience and understanding to the classroom every day encouraging children to learn and grow they inspire children to be lifelong learners using our nationally recognized curriculum that promotes social physical verbal and cognitive development our teachers are committed to making their center successful and know that creating meaningful relationships with children families and their team play a crucial role in that success as a member of our teaching staff you will create a safe nurturing environment where children can play and learn partner with parents with a shared desire to provide the best care and education for their children support your centers success by partnering with center staff and leadership to achieve goals around enrollment accreditation and engagement cultivate positive relationships with families teachers state licensing authorities community contacts and corporate partners implement kces curriculum in a way that is consistent with the unique needs of each child the benefits our career professionals enjoy medical dental and vision childcare benefit paid time off education assistance and reimbursement medical expense reimbursement life insurancedisability benefits health and wellness programs k savings and investment plan with employer match qualification desired skills and experience cpr and first aid certification or willingness to obtain active child development associate cda credential or willing to obtain completed core ece units infanttoddler or ba degree in child development must be physically able to use a computer with basic proficiency lift a minimum of pounds and work indoors or outdoors ability to assume postures in low levels to allow physical and visual contact with children see and hear well enough to keep children safe and engage in physical activity with children read write understand and speak english to communicate with children and their parents in english all center staff applicants must meet state specific guidelines for the role our highest priority has always been to keep our employees children families and communities as safe and healthy as possible starting october we began requiring covid vaccinations or weekly covid testing for all unvaccinated employees we are also subject to state law local ordinances and health department requirements for child care workers or school staff kindercare education is an equal opportunity employer all qualified applicants will receive consideration for employment without regard to race national origin age sex religion disability sexual orientation marital status military or veteran status gender identity or expression or any other basis protected by local state or federal law,TEACHER,0.9,0.85,0.8666666666666667,0.2549019607843137,0.9363792118010482,0.8920132777895514,0.8947724689948742,0.23691667324339957,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,16,remote education advocate social media advocate grassroots education marketing employment type parttime about us our mission is to improve lives by offering a literacy empowerment achievement delivery system combining the powers of government corporate america and educators with that of local employers employees and financial professionals we can dramatically improve the lives of our communities we are seeking professionals with creativity and social media knowledge of posting and generating engagement this position plays a key role in generating leads of employers who would need benefits for their employees for little to no cost responsibilities work from home remote ability to furnish your own computer and internet social media knowledge utilize all social media platforms with gem static or video content to drive lead generation social media content creation creating developing and managing compelling social media content to build and increase client engagement social media campaigns execute social media advocate marketing campaigns when asked by management qualifications ability to work remote efficiently experience in social media posting graphicvideo design is a plus internet show initiatives coupled with accuracy and attention to detail a strong work ethic why work for gem grassroots education marketing offers a unique opportunity to join a fastpaced innovative organization that is passionate about thinking differently to generate leads while taking care of american employees who dont have benefits to assist themselves and their families our work is truly lifechanging for our customers and their families and each member of our team can easily experience how their role supports our mission gem offers a demanding yet rewarding background where employees talents and ideas are encouraged gem offers our employees a comprehensive employee experience that includes competitive pay day benefit package that includes dental vision hearing prescription life accidental death and dismemberment identity theft protection legal document creation and web based resources for financial future planning training with continued encouragement from management to continue employee fulfillment gem provides equal employment opportunities to all employees and applicants for employment without regard to race color religion gender sexual orientation national origin age disability marital status veteran status or any other consideration made unlawful by federal state or local laws,ADVOCATE,0.4,0.45,0.5,0.1271186440677966,0.42209496037082067,0.4479364486936643,0.4827920388424384,0.06500832561890767,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,17,art teacher jobid position type districtart date posted location teaneck high school date available closing date open until filled art teacher teaneck high school job summary ideal candidates must have experience teaching all grade levels and strong creative abilities including digital art computer generated artwork qualifications valid nj art certificate required qualified candidates must have a commitment to multicultural education and demonstrate an ability to work harmoniously with diverse populations nj first act effective equal opportunityaffirmative action employer application procedure apply online,TEACHER,0.8,0.7,0.6666666666666666,0.19607843137254902,0.7136540102475307,0.6752361475440372,0.6567484350958992,0.14413464563118542,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,18,hr director americas company background crane co is headquartered in stamford ct its associates design manufacture and sell engineered industrial products worldwide through its four operating segments fluid handling the fluid handling segment provides engineered fluid handling equipment for critical performance applications that require high reliability the segment is comprised of process valves commercial valves and other products payment merchandising technologies the payment merchandising technologies segment consists of crane payment innovations cpi crane currency and merchandising systems cpi provides high technology payment acceptance products crane currency has been a producer of currency products for more than years and is entrusted by more than central banks merchandising systems is primarily engaged in the design and manufacture of vending equipment and related solutions aerospace electronics the aerospace electronics segment supplies critical components and systems including original equipment and aftermarket parts primarily for the commercial aerospace and military aerospace and defense markets engineered materials the engineered materials segment manufactures fiberglassreinforced plastic frp panels and coils used primarily in the manufacturing of recreational vehicles rvs truck bodies truck trailers with additional applications in commercial and industrial buildings company history and culture we are committed to doing business the right way holding ourselves to the highest ethical standard and committed to providing the best quality products to our customers i am resolved to conduct my business in the strictest honesty and fairness to avoid all deception and trickery to deal fairly with both customers and competitors to be liberal and just toward employees and to put my whole mind upon the business richard teller crane cranes founder july crane is built on a foundation of strength and integrity our founders vision for the company continues to fuel growth and progress in our business today philanthropy crane co and its businesses embrace philanthropy around the world our associates are encouraged to volunteer time from their work schedules to actively engage and support charitable causes important to our local teams in addition to thousands of volunteer hours the company annually donates more than through three independent charitable funds to former associates in need to local organizations nominated by our associates and in support of important global causes needs the largest of the charitable funds the crane fund is also crane cos largest shareholder crane business system cbs rt crane stated in his autobiography very early in my business experience i became convinced that in order to succeed in the large business at which i was aiming a thorough system must be devised today cranes associates are united in using the crane business system to build a global network of people and solutions with consistent safety quality delivery and cost that generates profitable organic growth from one side of the globe to the other crane executes more than kaizen events annually to drive continuous improvement throughout its worldwide operations whether evaluating developing rewarding people creating an annual plan implementing a strategy deployment process visually managing results in factories and offices or linking value streams this common system ensures that all of cranes businesses are disciplined and focused as one connected body on achieving its corporate objectives of sustainable profitable growth and strong free cash flow crane believes that the successful deployment of this powerful system in the hands of the best talent and supported by strategic acquisitions is the most important force behind its ability to grow ownership governance crane co is publicly listed on the new york stock exchange nyse cr the companys stock has enjoyed strong performance over the past five years as outlined at crane features a very strong leadership team both at the corporate level and the business segment level the company also benefits from the strong stewardship of a highly capable and diverse board of directors as outlined at our commitment to equality crane co is a proud equal opportunity employer qualified applicants will receive consideration for employment without regard to race color religion sex age disability military status or national origin or any other characteristic protected under applicable federal state or local law check out our most recent philanthropy sustainability and equality report here position summary business unit and position summary crane chempharma energy flow solutions cpe is a division within the fluid handling business segment of crane co a us multinational which specializes in highly engineered products in niche markets the division is a globally focused business which designs manufactures markets and distributes a range of process valves and actuators for a wide variety of applications in the chemical biopharmaceutical oil gas and power industries these products are amongst the most widely used and specified in these industries with brands including aloyco crane gate globe check flowseal center line nozchek duochek stockham jenkins pacifics pressureseal wedgeplug and hf acid products saunders xomox revo resistoflex krombach wta westlock hoke gyrolok tsi and go the director of hr is a key member of the leadership team and provides both tactical and strategic direction to ensure effective coordination and delivery of all human resource functions including recruiting talent development recognition and reward organizational effectiveness performance management compliance and creating and maintaining a positive employee relations environment reporting to the vice president human resources this is an exciting opportunity to collaborate as the hr business partner to the north america and latin america operational leadership teams the ideal candidate will drive break through continuous improvements while embracing our proud tradition of philanthropy and positive impact in the community principle duties includes but is not limited to acts as a strategic business partner to the americas leadership team to develop and implement people strategies that positively impact business goals and strategy proactively identify continuous improvement and workforce productivity opportunities and translate into hr processes mentor guide and coach a team of hr managers to expand capabilities and maximize resources to achieve desired outcomes collaborate with senior leadership to understand the organizations goals and strategies related to staffing recruiting and retention anticipate future trends and respond to the changing needs of a diversified workforce by planning creating implementing and evaluating innovative programs and services to attract recruit train engage and retain the most qualified individuals partner with leadership to drive intellectual capital reviews that are focused on building a lean talented and aggressive team that is highly focused on delivering results create talent depth to support succession planning resulting in ready now succession of staff for critical roles low turnover and development of a high performing organizationfacilitiate and implement organizational effectiveness change management team effectivness performance management employment engagement diversity inclusion by consulting with leaders to identify challenges and deliver solutions work closely with operational leadership to identify future leaders and provide development plans to prepare high potential team members for promotion and additional responsibilities advise operational leadership on all human resource issues with broad and current subject matter expertise in federal and state employment laws participate in identifying needs for new or updated hr policies and practices participates in the development and communication of hr policies and practices conduct employee investigations as necessary investigate resolve and report on any calls made to the confidential hotline track and analyse metrics on talent acquisition employee actions terminations voluntary attrition safety and compliance to recommend actions as needed ensure fair equitable and competitive local compensation administration drive the salary appraisal process for consistency fairness timeliness and effective utilization by coaching leaders travel to meetings and areas for which the position has geographic responsibility regionally and nationally travel approximately essential qualifications experience bachelors degree in human resources management business administration or related field advanced training education andor phr sphr certification highly desired years of progressive human resource experience in a dynamic and diverse mutlisite manufacturing environment ideally will have experience working in an environment that adopts six sigma and lean principles years human resources experience at a manager level high resilience adapts to changing situations and processes highly effective at managing multiple tasks and priorities able to work strategically but equally able to dive into the details when needed must have excellent influencing skills interpersonal skills analytical and problemsolving skills a working knowledge of microsoft office peoplesoft and ability to multitask in a fastpaced environment professional level ability to interface effectively with all levels of management and employees excellent time management and problem resolution skills results and people oriented with sound judgement service oriented but assertive and persuasive eoewomenminoritiesveteransdisabled,HR,0.5,0.35,0.4,0.10909090909090909,0.5983950669742498,0.4605558774593654,0.46921942495033847,0.0625916251112176,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,19,construction project manager remote here at shake shack we take care of each other first and foremost so that we can make raves for our guests community suppliers and investors after all teamwork makes the dream work we work our buns off but we play hard too with a team appreciation day unlimited meal discounts volunteer opportunities and so much more if youre looking for a deeply fulfilling financially rewarding and really fun career youre in the right place construction project manager manages the construction process for new shacks including schedule monitoring project financials coordinating activities of external vendors managing the turnover process from construction through training interface with real estate design permitting facilities it operations training functions as well as landlords and external ahjs work with the construction warranty manager to complete project close out and to manage warranty response year post project completion key responsibilities oversee the construction and timely turnover of new shacks review manage and approve gc vendor invoices and track against the project budget forecast project spend monitor schedule and implement schedule acceleration strategies as necessary oversee and manage the transition from construction completion to ops through training and opening engage other internal teams as necessary for the successful execution of the project provide feedback on external vendor performance and implement performance improvement strategies as necessary work with the construction warranty manager on project closeout and warranty response experience construction project management on owner or general contractor side years of related work experience years of supervisory experience bachelors degree in construction project management engineering or related degree benefits include medical dental and vision insurance transit discount program plan with company match paid time off program flexible spending accounts employee dining program referral bonus online training program career development corporate fitness discount programs choice of global cash card or direct deposit about us beginning as a hot dog cart in new york citys madison square park shake shack was created by danny meyer founder and ceo of union square hospitality group and bestselling author of setting the table shack fans lined up daily making the cart a resounding success and donating all proceeds back to the park beautification efforts a permanent stand was eventually builtand the rest is shack history with our roots in fine dining and giving back to the community we are committed to high quality food served with a high level of hospitality our team members enjoy a positive work environment that is deeply committed to the philosophy they we stand for something good shake shack is an equal opportunity employer all qualified applicants will receive consideration for employment without regard to race color ancestry national origin religion creed age over disability mental and physical sex gender identity sexual orientation gender expression medical condition genetic information marital military and veteran status our company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable laws,CONSTRUCTION,0.7,0.75,0.6666666666666666,0.17857142857142858,0.7917267193679839,0.7919241867684789,0.72409787719042,0.1428553710762505,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,20,construction project managers remote industrial structures we have an immediate need for local or remote construction managers project managersconstruction to handle assignments out of our concord nh office this manager will become an integral part of the construction team and under the direction of our directors of construction as an experienced construction project manager you will work with our inhouse project design team and other licensed professional engineers governing authorities subcontractors and clients to manage construction projects in the food beverage and life science manufacturing sectors our construction manager will interface with our fortune clients who are industry leaders to provide quality project execution and will require travel to our various client facilities some traits and skills wanted for this position are experience on the contract administration side of construction projects negotiating contracts develop schedules budgets and estimating putting bids together for buyouts and final presentation familiar with one or more sw packages such as procore bluebeam ms project office outlook timberline autocad revit responsibilities responsible for effective safe quality timely cost effective execution of industrial construction project work on site through planning coordination and control of construction resources and activities from inception to project closeout responsible for ensuring that all materials of construction and methods of construction conform to company industry and regulatory standards specifications and requirements responsible for managing the entire contractor bidding process from assembly of bid packages conducting job walks evaluating bids and coordinating contractor mobilization activities will work as an extension of the clients project team including project manager site engineer and plant manager requirements ideal applicant will have yrs maximum total experience in various construction roles project engineer site superintendent construction project manager minimum years experience as a construction manager industrial structures experience needed with overall project responsibility ideally gained from an ae design build firm highly desired is any experience as a construction manager in industrial structures aimed at the food beverage and consumer products pharmaceutical or related industries successfully completed industrial projects with values ranging from to project experience and working knowledge of process systems and ability to read pids proficiency with microsoft outlook word excel and ms project is desired manufacturing site experience is preferred relocation for this position is not required this is intended as a permanent career position we are looking for highly qualified applicants either local to one of our offices or established airport and transportation services travel flexibility for travel to jobsites most of this travel will be regional to construction jobsites or for assignments at client facilities to provide supervision oversight of construction activities education bs degree in engineering construction management or related technical degree field equivalent years of experience in construction management for manufacturing facilities can be substituted for degree licenses and certifications completion of osha or hour training required construction project management accreditation certification or equivalent experience,CONSTRUCTION,0.8,0.85,0.9,0.24107142857142858,0.8389574121760601,0.8632034015393596,0.8948778859785521,0.21153084036330308,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,21,engineering lead analytics platform passionate about precision medicine and advancing the healthcare industry recent advancements in underlying technology have finally made it possible for ai to impact clinical care in a meaningful way tempus proprietary platform connects an entire ecosystem of realworld evidence to deliver realtime actionable insights to physicians providing critical information about the right treatments for the right patients at the right time are you passionate about building great software products at tempus software products are owned and developed by small autonomous teams composed of developers designers scientists and product managers you and your team set the goals build the software deploy the code and contribute to a growing software platform that will make a lasting impact in the field of cancer research and treatment tempus builds software as nimble as our teams our modern cloudnative data infrastructure build on aws allows our teams to iterate rapidly and lead our industry in innovation our decentralized microservice architecture and emphasis on automation allow us to deliver advanced solutions with confidence and at scale why were looking for you youve got experience managing software development teams and can lead technical analysis design evaluating tradeoffs and establishing best practices you love exploring hard problems and solving them with datadriven iterative software development you understand the challenges and planning required to reap the rewards of distributed bigdata technologies youve worked in fastpaced agile environments and helped keep projects on track troubleshoot roadblocks write documentation and tests and coordinate crossteam collaboration you enjoy exercising handson keyboard muscles and maintain the ability to serve the team as a technical mentor bonus points for experience with some of the technologies we use such as aws redshift apache airflow python and docker orchestration via aws batch experience in biotech genomics clinical research and precision medicine have built a platform to enable data science teams selfservice capabilities supporting an applied machine learning workflow responsibilities for the position works with product manager to build quarterly resourcing plans systems design and product increment planning to delivery a scalable data infrastructure supporting analytics and machine learning leverages the engineering career progression framework to develop people for a small crossfunctional team of people actively manages the performance of team seeking support from supervisor on occasion works with engineering on your team to produce design artifacts that describe software architectures involving multiple technologies provides team structure norms to achieve a well designed system and clean code if applicable works with product manager to plan across multiple scrum teams and presenting solutions to optimize for effort across the endtoend tempus ecosystem actively drives team improvement through retrospective action items,ENGINEERING,0.5,0.35,0.36666666666666664,0.09322033898305085,0.41638241380547364,0.34469696938734345,0.3593444458441074,0.04297076357688001,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,22,holman frenia allison pc hiring for audit staff accountant job at brdisplaynonecss ul limarginleftcss lipadding holman frenia allison pc certified public accountants and consultants hfa is headquartered in central new jersey the firm services a diverse client base within the tristate area providing highly personalized and comprehensive accounting audit tax and business consulting services we are looking for a staff accountant i to work in our lakewood nj office this position will work for our audit department in this role you will reconcile client records to trial balance which may include analytical procedures and performs schedule computations of prepaid accruals property equipment and calculates depreciation expense complete testing on internal controls single audit and other various funds confirm cash legal insurance revenue etc accounts use the firms software programs to automate the process from trial balance and financial statements perform other accounting auditing tax and consulting duties as needed in engagements applicants must possess the following bachelors degree in accounting finance business or related field cpa within years of date of hire prior internship with public accounting firm preferred knowledge of general accounting principles proficient in use of computers proficient in microsoft excel and word ability to communicate clearly and concisely reliable transportation to and from client locations we offer an excellent benefits package including medical dental and vision plans health savings account with employer contribution safe harbor k plan commission policy firm provided life insurance continuing professional education tuition reimbursement professional dues reimbursement mentoring program vacation time paid holidays summer fridays hfa provides equal employment opportunities eeo to all employees and applicants for employment without regard to race color religion sex national origin age disability or genetics job type fulltime benefits k k matching dental insurance disability insurance flexible spending account health insurance life insurance paid time off tuition reimbursement vision insurance schedule monday to friday education bachelors preferred work location one location work remotely no work location one location,ACCOUNTANT,1.0,0.9,0.9333333333333333,0.23728813559322035,1.0,0.9304270178356031,0.9465362512942732,0.2273443286732266,Hybrid,355.2021904379999
